MSI_DO_YOU_AGREE,"Do you agree?"
MSI_PARTY_INVITE,"Character with that name is not possible to invite."
MSI_GUILD_INVITE,"Character with that name is not possbile to invite to the guild."
MSI_PARA_PURCHASE_ITEM_FAIL,"Unable to purchase, this item is out of stock."
MSI_NOWARPSKILL2,"Cannot save location as a Memo Point at current location."
MSI_PARA_PURCHASE_ITEM_WEIGHT,"Cannot purchase item, You exceeded the weight limit."
MSI_GUILD_STORAGE_NUMBER,"No."
MSI_GUILD_STORAGE_ITEM,"Item"
MSI_GUILD_STORAGE_ITEM_COUNT,"Number"
MSI_GUILD_STORAGE_USER_NAME,"Name"
MSI_GUILD_STORAGE_LOG_TIME,"Time"
MSI_GUILD_STORAGE_ITEM_IN_OUT,"Input/Output"
MSI_GUILD_STORAGE_LOG_FINISH,"Log does not exist."
MSI_GUILD_STORAGE_LOG_ALL,"Entire"
MSI_GUILD_STORAGE_LOG_IN,"Insert Symbol"
MSI_GUILD_STORAGE_LOG_OUT,"Remaining Time"
MSI_GUILD_STORAGE_LOG_WND_NAME,"Guild Storage Logs"
MSI_GUILD_STORAGE_LOG_CAUTION,"100 entries are displayed."
MSI_GUILD_STORAGE_CLOSE_TIMEOUT,"Guild Storage is open only for 2 minutes, and will close automatically."
MSI_INCORRECT_GAMESAMBEID,"Incorrect GameSamba ID. Please Try Again."
MSI_EA5,"%s [%d Option] : %d Quantity"
MSI_USESKILL_FAIL_COINTS,"Requires a Coin."
MSI_USESKILL_FAIL_COINTS_NUM,"%d Coins are required."
MSI_FAIL_NEED_EQUIPPED_GUN_GATLING,"[Gatling Gun] weapon class must be equipped."
MSI_FAIL_NEED_EQUIPPED_GUN_SHOTGUN,"[Shotgun] weapon class must be equipped."
MSI_FAIL_NEED_EQUIPPED_GUN_RIFLE,"[Rifle] weapon class must be equipped."
MSI_FAIL_NEED_EQUIPPED_GUN_HANDGUN,"[Revolver] weapon class must be equipped."
MSI_FAIL_NEED_EQUIPPED_PROPERTY_SAINT_BULLET,"[Silver Bullet] must be equipped."
MSI_MERCHANT_SOLD_ITEM_LOG,"Item Sell History"
MSI_MERCHANT_ITEM_BUY_LOG,"Item Purchase History"
MSI_FAIL_NEED_EQUIPPED_GUN_GRANADE,"[Grenade Launcher] weapon class must be equipped."
MSI_FAIL_DUPLICATE_HEAT_BARREL_GS_MADNESSCANCEL_P_ALTER,"[Heat Barrel], [Madness Canceller] and [Platinum Alter] cannot be used while sitting."
MSI_USESKILL_FAIL_MAP,"Cannot use skill in this map."
MSI_GUILD_STORAGE_WARNING,"If you are using a guild storage, all items inside it will disappear."
MSI_AMERICA_CASHSHOP_URL_GAMESAMBA,"http://ragnarok.gamesamba.com/paytest.html"
MSI_SECOND_PASSWORD_INFO_4,"Please enter a password to login."
MSI_PET_EVOLUTION,"Pet Evolution"
MSI_PET_EVOLUTION_WITH_PET_NAME,"Evolution - %s"
MSI_PET_EVOLUTION_NEED_ITEM,"Evolution requires the following ingredients:"
MSI_DO_YOU_WANT_TO_EVOLVE_PET,"Do you want to evolve your pet?"
MSI_PET_EVOLUTION_FAIL_UNKNOWN,"Unknown Error"
MSI_PET_EVOLUTION_FAIL_NOTEXIST_CALLPET,"No pet can be summoned."
MSI_PET_EVOLUTION_FAIL_NOT_PETEGG,"It is not requested petal."
MSI_PET_EVOLUTION_FAIL_RECIPE,"Evolution material is low."
MSI_PET_EVOLUTION_FAIL_MATERIAL,"Lack of required materials for evolution."
MSI_PET_EVOLUTION_FAIL_RG_FAMILIAR,"Pet can only be evolved when intimacy is Loyal."
MSI_PET_AUTO_FEEDING,"Automatic Feeding"
MSI_PET_AUTO_FEEDING_REST,"Your pet has been fed. %s (%d) remaining"
MSI_PET_AUTO_FEEDING_ON,"Automatic Feeding is ON"
MSI_PET_AUTO_FEEDING_OFF,"Automatic Feeding is OFF"
MSI_REFRESH,"Update"
MSI_TIME_LINE_MINUTE,"%d minutes ago"
MSI_TIME_LINE_HOUR,"%d hours ago"
MSI_TIME_LINE_DAY,"%d days ago"
MSI_BASIC_EXP_MSG_PH,"%d%% ( Premium %d%% + %s Server )"
MSI_SEND_MAIL,"Mailed"
MSI_MAIL_SENT,"Your mail has been sent."
MSI_GET_ITEMS_FROM_MAIL_SUCCEED,"This item has been moved to the inventory."
MSI_GET_ITEMS_FROM_MAIL_FAILED,"Failed to get items."
MSI_GET_ITEMS_FROM_MAIL_OVERWEIGHT,"Please empty your inventory."
MSI_GET_ZENY_FROM_MAIL_SUCCEED,"Zeny received."
MSI_GET_ZENY_FROM_MAIL_FAILED,"Failed to get zeny."
MSI_GET_ZENY_FROM_MAIL_OVERAMOUNT,"Exceeded the limit of zeny."
MSI_SET_ITEMS_TO_MAIL_SUCCEED,"Item successfully attached."
MSI_INVALID_MAIL_RECIEVER_INFO,"The name of the recipient must be included."
MSI_INVALID_MAIL_TITLE_INFO,"The length of the title must be 4 to 50 characters long."
MSI_FAILED_SEND_MAIL,"Mail delivery failed."
MSI_FAILED_SEND_MAIL_ITEM,"Transmission has failed to inappropriate items."
MSI_FAIELD_SEND_MAIL_TO,"Information of the recipient does not exist."
MSI_EA6,"%s [%d Option]"
MSI_PARTY_BOOKING_ERR5R2,"Level, enter a number between 1 and %d."
MSI_ITEM_WND_OVERFULL,"Please free the window possessing space."
MSI_FAILED_MAIL_LIMIT_CNT,"Sending mail count exceeded."
MSI_FAILED_TO_WRITE_MAIL,"You cannot open the mail."
MSI_JOINED_IN_CLAN,"You currently belong to a clan."
MSI_GOLDPCCAFE_MILEAGE,"Internet cafe Gold mileage information"
MSI_PET_EVOLUTION_FAIL_PET_ACC_OFF,"Unequip pet accessory first to begin pet evolution"
MSI_TIME_LINE_MINUTE2,"in %d minutes"
MSI_TIME_LINE_HOUR2,"in %d hours"
MSI_TIME_LINE_DAY2,"in %d days"
MSI_INVALID_CCODE_INFO,"Press the OK button to confirm the C-CODE."
MSI_FAILED_DELETE_MAIL,"Please claim all attachments before deleting your mail."
MSI_FAILED_SEND_MAIL_ZENY,"You cannot send any more zeny."
MSI_SEND_MAIL_COMMISSION,"Fee: %s Zeny"
MSI_FAILE_MAIL_RECIEVER_INFO,"The recipient's name does not exist."
MSI_TAIWAN_PERSONALINFO_EXPMSG,"E X P : %.1f%% ( basic %.1f%% premium %.1f%% + %s %.1f%%)"
MSI_TAIWAN_PERSONALINFO_DROPMSG,"DROP  : %.1f%% ( basic %.1f%% premium %.1f%% + %s %.1f%%)"
MSI_TAIWAN_PERSONALINFO_DEATHMSG,"DEATH : %.1f%% ( basic %.1f%% premium %.1f%% + %s %.1f%%)"
MSI_MILEAGE_HELP,"You can accumulate points of Internet cafe Gold up to %d points maximum."
MSI_RESTRAINT_OF_TRADE_1,"This function cannot be used in this server."
MSI_RESTRAINT_OF_TRADE_2,"Imposible to use in server."
MSI_RESTRAINT_OF_TRADE_3,"The auction is not available in server."
MSI_RESTRAINT_OF_TRADE_4,"The deal is imposible in server."
MSI_RESTRAINT_OF_TRADE_5,"Item discard is imposible in server."
MSI_RESTRAINT_OF_TRADE_6,"Store selling feature is not available."
MSI_USESKILL_FAIL_SUMMON_SP_INSUFFICIENT,"The SP's summoned enough."
MSI_SEND_MAIL_WEIGHT,"%s/%s"
MSI_INVALID_MAIL_CONTENTS_INFO,"The maximum length of the message content is 1K."
MSI_SET_ITEMS_TO_MAIL_FAILED,"Failed to attach an item."
MSI_SET_ITEMS_TO_MAIL_OVER_WEIGHT,"The weight of the items that can be attached to mail has been exceeded."
MSI_DYNAMICNPC_FAIL_DUPLICATENAME,"Is already in service. Please try again in a few minutes."
MSI_FAILED_OPEN_ROULLETTE,"Unable to open the window of Lucky Roulette."
MSI_FAILED_CLOSE_ROULLETTE,"Unable to close the window of the Lucky Roulette."
MSI_FAILED_GENERATE_ROULLETTE,"You cannot start a roulette wheel of fortune."
MSI_NOT_ENOUGH_ROULLETTE_POINT,"Points is required to play Lucky Roulette."
MSI_FAILED_RECV_ITEM,"You cannot receive a winning items."
MSI_FAILED_RECV_ITEM_OVERCOUNT,"The number of items in the inventory has been exceeded. "
MSI_FAILED_RECV_ITEM_OVERWEIGHT,"The weight has been exceeded. Please free up the possesion window."
MSI_MERCHANTSHOP_MAKING_FAIL,"Failed to open stalls."
MSI_FAILED_CLOSE_ROULLETTEWND,"The roulette wheel is spinning. Please try again after checking with prizes."
MSI_ROULLETTE_WND,"Lucky Roulette"
MSI_SOUNDEFFECT_ITEMSELLWND,"Notify when item sells out"
MSI_FAILED_SEND_MAIL_ITEMS,"Please check the fees."
MSI_CHECK_USER_NAME,"Verify user name"
MSI_DELETE_DUE_DATE,"Schedule deletion"
MSI_ACHIEVEMENT_SYSTEM,"Achievements"
MSI_ACHIEVEMENT_TOTAL_SCORE,"Achievement Score"
MSI_ACHIEVEMENT_GRADE,"Achievement Rank"
MSI_ACHIEVEMENT_SCORE_REQUIRED_TO_REWARD,"[%5d] points to the next rank"
MSI_ACHIEVEMENT_SUMMARY_TITLE,"Progress"
MSI_ACHIEVEMENT_RECENT_ACHIEVEMENT,"Recent completed achievements"
MSI_CASH_GEDARE1,"Cracker  Item"
MSI_CASH_GEDARE2,"Cracker  : %d / %d "
MSI_CASH_GEDARE_FAIL_MONEY,"Cracker  is low."
MSI_CASH_GEDARE_MONEY,"%s "
MSI_ACHIEVEMENT_TAB_SUMMARY,"Summary "
MSI_ACHIEVEMENT_TAB_GENERAL,"General "
MSI_ACHIEVEMENT_TAB_GENERAL_CHARACTER,"Character "
MSI_ACHIEVEMENT_TAB_GENERAL_ACTION,"Action "
MSI_ACHIEVEMENT_TAB_GENERAL_REST,"Other "
MSI_ACHIEVEMENT_TAB_ADVENTURE,"Adventure "
MSI_ACHIEVEMENT_TAB_ADVENTURE_RUNEMIDGARTS,"Rune Midgarts "
MSI_ACHIEVEMENT_TAB_ADVENTURE_SCHWARZWALD,"Schwartzvald "
MSI_ACHIEVEMENT_TAB_ADVENTURE_ARUNAFELTZ,"Arunafeltz "
MSI_ACHIEVEMENT_TAB_ADVENTURE_ANOTHERWORLD,"New World "
MSI_ACHIEVEMENT_TAB_ADVENTURE_LOCALIZING,"Localizing "
MSI_ACHIEVEMENT_TAB_ADVENTURE_DUNGEON,"Dungeon "
MSI_ACHIEVEMENT_TAB_BATTLE,"Battle "
MSI_ACHIEVEMENT_TAB_BATTLE_PVP,"Duel "
MSI_ACHIEVEMENT_TAB_BATTLE_TRAINING,"Training "
MSI_ACHIEVEMENT_TAB_QUEST,"Quest "
MSI_ACHIEVEMENT_TAB_QUEST_EPISODE,"Episode "
MSI_ACHIEVEMENT_TAB_QUEST_GENERAL,"General "
MSI_ACHIEVEMENT_TAB_MEMORIAL,"Memorial "
MSI_ACHIEVEMENT_TAB_MEMORIAL_MIDGARD,"Midgard "
MSI_ACHIEVEMENT_TAB_MEMORIAL_ANOTHERWORLD,"New World "
MSI_ACHIEVEMENT_TAB_MEMORIAL_REST,"Other "
MSI_ACHIEVEMENT_TAB_ACHIEVEMENT,"Feat "
MSI_ACHIEVEMENT_TAB_TOTAL,"Achieved challenges"
MSI_FAIL_ADD_ACHIEVEMENT_TRACING,"You cannot add anymore."
MSI_NOTICE_COMPLETE_ACHIEVEMENT,"< %s > achieved."
MSI_OTPUSER_ONLY,"only otp user login allow"
MSI_GET_ROULLETE_PRIZE,"When this button pressed, you will receive a specified initialized roulette item."
MSI_NOTICE_NEXT_ROULLETE_STAGE,"When this button pressed, the flashing arrows from the lines of the roulette wheel begins."
MSI_TITLE_EQUIPMENT,"Title"
MSI_TAKEOFF_TITLE,"Disable Title"
MSI_GUILD_MAKE_GUILD_NOT_PERMITTED_MAP,"Can't create a Guild in this area."
MSI_GUILD_DISORGANIZE_GUILD_NOT_PERMITTED_MAP,"Can't disband a Guild in this area."
MSI_GUILD_JOIN_GUILD_NOT_PERMITTED_MAP,"Can't join a Guild in this area."
MSI_GUILD_LEAVE_GUILD_NOT_PERMITTED_MAP,"Can't leave a Guild in this area."
MSI_GUILD_EXPEL_GUILD_NOT_PERMITTED_MAP,"Can't expel Guild member in this area."
MSI_GUILD_POSITION_CHANGE_NOT_PERMITTED_MAP,"Can't change a Guild title in this area"
MSI_NOT_ENOUGH_SPACE_IN_ITEM_BODY,"Please empty at least 5 amount of possession in item window."
MSI_JPN_PERSONALINFO_EXPMSG,"E X P : %.1f%% ( basic 100.0%% Internet cafe %.1f%% + %s %.1f%% )"
MSI_JPN_PERSONALINFO_DROPMSG,"DROP  : %.1f%% ( basic 100.0%% Internet cafe %.1f%% + %s %.1f%% )"
MSI_JPN_PERSONALINFO_DEATHMSG,"DEATH : %.1f%% ( basic 100.0%% Internet cafe %.1f%% + %s %.1f%% )"
MSI_SET_ITEMS_TO_MAIL_OVERCOUNT,"The number of items that can be attached is exceeded."
MSI_SOUNDEFFECT_ITEMBUYWND,"Notify when item purchased"
MSI_SET_UNMOVEABLE_ITEM,"Unable to attach the items."
MSI_RESULT_ALREADY_LOSING_IDX,"Because you cannot win a slam room and turn the roulette of the next higher step."
MSI_RODEX_FOWARD,"Write reply"
MSI_RODEX_READ,"Read mail"
MSI_RODEX_DELETE,"Delete mail"
MSI_TAIWAN_CASH_MSG_1,"Crackers  : %d"
MSI_TAIWAN_CASH_MSG_2,"%s %s crackers "
MSI_TAIWAN_CASH_MSG_3,"Crackers "
MSI_TAIWAN_CASH_MSG_4,"Total : %d Crackers "
MSI_TAIWAN_CASH_MSG_5,"%d -> %s Crackers "
MSI_TAIWAN_CASH_MSG_6,"%s Crackers "
MSI_TAIWAN_CASH_MSG_7,"                                          Current Crackers : %s"
MSI_TAIWAN_CASH_MSG_8,"    %s  :  %s  Crackers"
MSI_TAIWAN_CASH_MSG_9,"%10s Crackers"
MSI_TAIWAN_CASH_MSG_10,"Total : %s Crackers"
MSI_TAIWAN_CASH_MSG_11,"* Commission 3% / Minimum 1 Crackers comission deducted"
MSI_TAIWAN_CASH_ITEM_BAY_MAG2,"The Crackers."
MSI_TAIWAN_CASH_WARNING_PRICE6,"^0000ff more than crackers^000000Did you enter the correct amount?"
MSI_TAIWAN_CASH_WARNING_PRICE7,"Over than 10billions secure check"
MSI_TAIWAN_CASH_OVERPRICE_MAX,"If you fill over 1 billion, the price will be automatically set as 10 billion Crackers."
MSI_TAIWAN_CASH_OVERPRICE9999,"If you fill over 9,999 Crackers, the price will automatically set as 9,999 Crackers."
MSI_TAIWAN_CASH_YOU_HAVE_FREE_ITEM_ON_SHOP,"There are items priced 0 Crackers. You cannot open vending."
MSI_TAIWAN_CASH_MCSTORE_FAIL_SELLER_MONEY_GIVE,"The player have over the Crackers limit. Trade failed."
MSI_TAIWAN_CASH_BUYINGSTORE_MAKEWND_REINPUTPRICE,"Please fill out %s item price less than 1 billion Crackers."
MSI_TAIWAN_CASH_BUYINGSTORE_MAKEWND_ITEMLIST,"%s  :  %s  Crackers => %s ea."
MSI_TAIWAN_CASH_BUYINGSTORE_MYSHOPWND_LIMITZENY,"Limited price : %s Crackers"
MSI_TAIWAN_CASH_BUYINGSTORE_MYSHOPWND_ITEMINFO,"%s %s Crackers %d"
MSI_TAIWAN_CASH_BUYINGSTORE_TRADE_SELLCOMPLETE,"%s %d are sold. In total %d Crackers . 3%% charge will be imposed."
MSI_RODEX_WND,"RODEX"
MSI_RODEX_SEND_WND,"SEND"
MSI_RODEX_RECEIVE_WND,"RECEIVE"
MSI_RODEX_CHOOSEWND_FAILED,"Please close the mail compose window."
MSI_ACCESS_DENIED_BY_AUTHSERVER_CONNECTION,"Server access denied(A)"
MSI_ACCESS_DENIED_BY_BILLSERVER_CONNECTION,"Server access denied(B)"
MSI_UNEQUIP_ARROW2,"You need to unequip Arrow and Ammunition."
MSI_FAILED_MAIL_CAUSE_TO_USE_ITEM,"Consuming item in inventory will close mail compose window."
MSI_FAILIED_ONECLICK_ITEMIDENTIFY_NO_MAGNIFIER,"You don't have any Magnifier."
MSI_FAILED_UNLOCK_ITEM_DROP_IN_COMPOSE_WND,"Close email window if you want to discard item."
MSI_FAILED_FRIEND_ADD__ALREADY_REQUEST,"The player has already requested you to be a friend."
MSI_UISCRIPT_ERROR_GUIDE,"SCRIPT ERROR AID"
MSI_UISCRIPT_ERROR_GUIDE_MSG,"\nErrorfile : %s\nErrorLine : %d line\nErrorContent: \n*before line : %s \n*Errorline : %s \n*next line:\n %s"
MSI_TAIWAN_CASH_BUY_RECONFIRM,"^ff0000Do you want to purchase the item? after confirmation will consume %d point and %d crackers."
MSI_MINIMAP_MSG_01,"Close"
MSI_MINIMAP_MSG_02,"Quest"
MSI_MINIMAP_MSG_03,"Show Quest icon"
MSI_MINIMAP_MSG_04,"Facility"
MSI_MINIMAP_MSG_05,"Show Facility icon"
MSI_MINIMAP_MSG_06,"Guild/Party"
MSI_MINIMAP_MSG_07,"Show Guild/Party"
MSI_MINIMAP_MSG_08,"Record"
MSI_MINIMAP_MSG_09,"Boss Monster"
MSI_MINIMAP_MSG_10,"I"
MSI_MINIMAP_MSG_11,"Do you want to delete it?"
MSI_MINIMAP_MSG_12,"Quest NPC"
MSI_MINIMAP_MSG_13,"Record content"
MSI_MINIMAP_MSG_14,"Store"
MSI_MINIMAP_MSG_15,"Record"
MSI_EA7,"%s [%d ea.] %d ea."
MSI_EA8,"%s [%d ea.] %s Zeny"
MSI_EA9,"%s [%d ea.] %d %s %d -> %s %s"
MSI_EA10,"%s [%d ea.] %d %s %s %s"
MSI_EA11,"%s [%d ea.] %d -> %s %s"
MSI_EA12,"%s [%d ea.] %s %s"
MSI_TAIWAN_CASH_LEMITEMIN,"The minimum trading unit must be 100 crackers or more."
MSI_DRESSROOM_HEARCOLOR,"Hair Color"
MSI_DRESSROOM_HEARSTYLE,"Hair Style"
MSI_DRESSROOM_BODYCOLOR,"Cloth Color"
MSI_DRESSROOM_BODYSTYLE,"Cloth Pattern"
MSI_MINIMAP_MSG_16,"In this map You can't memorize and zoom the minimap."
MSI_BANK_MAX_MONEY,"Enter zeny below 2,147,483,647."
MSI_BANK_MIN_MONEY,"Please enter at least 1 zeny."
MSI_BANK_0_MONEY,"You don't have any zeny."
MSI_BANK_1,"Zeny Storage"
MSI_BANK_2,"In Bank:"
MSI_BANK_3,"On Hand:"
MSI_BANK_4,"Deposit"
MSI_BANK_5,"Withdraw"
MSI_BANK_6,"+ 1z"
MSI_BANK_7,"- 1z"
MSI_BANK_MAX,"Max"
MSI_BANK_NOMSG,"There is no Input value"
MSI_BANK_0_MINI,"Insufficient Zeny"
MSI_BANK_1_MINI,"Input Required"
MSI_BANK_2_MINI,"Numbers only"
MSI_BANK_3_MINI,"Exceeded max input"
MSI_BANK_4_MINI,"Below Minimum Input"
MSI_BANK_5_MINI,"Insufficient Zeny"
MSI_BANK_6_MINI,"Insufficient funds"
MSI_BANK_7_MINI,"Exceeded max zeny"
MSI_ITEMMOVEINFO_DROP,"Can't be dropped"
MSI_ITEMMOVEINFO_STORE,"Can't be put in Storage"
MSI_ITEMMOVEINFO_CART,"Can't be put in Cart"
MSI_ITEMMOVEINFO_MAIL,"Can't be attached in Mail"
MSI_ITEMMOVEINFO_EXCHANGEWND,"Can't be traded with player"
MSI_ITEMMOVEINFO_AUCTION,"Can't be auctioned"
MSI_ITEMMOVEINFO_STOREOFGUILD,"Can't be put in Guild Storage"
MSI_ITEMMOVEINFO_TONPC,"Can't be sold to NPC"
MSI_ITEMMOVEINFO_BTN,"Item move restrictions"
MSI_CREATE_CHARACTER,"Click here to create a Character"
MSI_UNEQUIP_ARROW3,"Please unequip ammunition first."
MSI_REFUSE_MDENGEON_IS_FULL,"Unable to enter, due to exceeding number of players."
MSI_ERROR_MDENGEON_IS_FULL,"Access denied, due to exceeding number of players."
MSI_INFORMATION_USA,"%.1f%% ( %s Server: %.1f%% + Premium:%.1f%% )"
MSI_INFORMATION_USA_DEATH,"%.1f%% ( %s Server: %.1f%% + Premium:%.1f%% )"
MSI_PERVENT_DUPLICATEUSE_ITEM,"Unable to use because there is duplicate item."
MSI_PERVENT_DUPLICATEUSE_EFSTITEM,"Unable to use because there is similiar effect exist."
MSI_QUAKE_EFFECT_ON,"Screen shake ON"
MSI_QUAKE_EFFECT_OFF,"Screen shake OFF"
MSI_GAMEHACK_DETECT2,"Illegal program detected."
MSI_SEND_RODEX,"Send a mail"
MSI_USA_PERSONALINFO_EXP,"E X P : %.1f%% ( basic 100.0%% VIP Bonus %.1f%% + %s %.1f%%)"
MSI_USA_PERSONALINFO_DROP,"DROP  : %.1f%% ( basic 100.0%% VIP Bonus %.1f%% + %s %.1f%%)"
MSI_USA_PERSONALINFO_DEATH,"DEATH : %.1f%% ( basic 100.0%% VIP Bonus %.1f%% + %s %.1f%%)"
MSI_NOT_USING_TAG_TO_NAME,"Name with this tag cannot be used."
MSI_STYLING_SHOP,"Style Shop"
MSI_STYLING_SHOP_NEED_COUPON,"No Coupons. Please visit the Cash Shop to buy one."
MSI_STYLING_SHOP_OPEN_COUPON,"Please open the item coupon box in the inventory."
MSI_STYLING_SHOP_DELETE_CHAR,"Are you sure you want to delete this style information?"
MSI_STYLING_SHOP_FAIL_TO_ADD_CHAR_TO_LIKE,"Slot is full, please delete a character."
MSI_STYLING_SHOP_ADJUST_NEW_CHAR_STYLE,"Item cannot be restored, are you sure want to apply it?"
MSI_STYLING_SHOP_REGISTER_BOOKMARK,"The current style is saved."
MSI_STYLING_SHOP_SUGGEST_TO_GO_TO_BANK,"There are plenty of zeny in the bank, Please go to the bank now."
MSI_ASK_MOVE_BY_PRIVATE_AIRPLANE,"moving..."
MSI_PRIVATE_AIRPLANE_FAIL_LOCALIZING,"You are not allowed to fly over the sovereign airspace of the country."
MSI_PRIVATE_AIRPLANE_FAIL_OTHERWORLD,"Airship flight is temporarily unavailable due to atmospheric instability caused by magic."
MSI_PRIVATE_AIRPLANE,"Private airship"
MSI_PRIVATE_AIRPLANE_FAIL_UNKNOWN,"Please try again in a moment."
MSI_PRIVATE_AIRPLANE_FAIL_PAYMENT_ZENY,"Not enough Zeny to use the private airship."
MSI_PRIVATE_AIRPLANE_FAIL_PAYMENT_ITEM,"Not enough item to use the private airship."
MSI_PRIVATE_AIRPLANE_FAIL_LEVEL,"You don't meet the level to use the private airship."
MSI_PRIVATE_AIRPLANE_FAIL_MAP,"You cannot move to the selected point by the private airship."
MSI_RESULT_FAIL_USING_MAP,"You cannot use the private airship from your current location."
MSI_STYLING_SHOP_ACCESSORYWND,"Accessory"
MSI_STYLING_SHOP_2NDCOSTUMEWND,"Second costume"
MSI_STYLING_SHOP_LIKELISTWND,"Wardrobe"
MSI_STYLING_SHOP_IS_NOT_COLORING_HEAD,"This hairstyle cannot be dyed."
MSI_STYLING_SHOP_OPENING_COMMENT,"Press an arrow to choose the style you want."
MSI_STYLING_SHOP_SUCCESS,"Come and see the new styles.\n(Purchased accessories will be sent via RODEX.)"
MSI_STYLING_SHOP_BASICSTYLE,"Basic style"
MSI_UPGRADESKILLERROR_MORE_BASE_LEVEL,"You can level up the skill from the base Lv. %d."
MSI_NOT_USING_SPECIALLETTERS_ON_PARTYNAME,"Special symbol can't be used in name"
MSI_SKILL_FAIL_MHP_TOO_FEW,"MaxHP is too low to use this skill"
MSI_SKILL_FAIL_MSP_TOO_FEW,"MaxSP is too low to use this skill"
MSI_INVENTORY_ITEM_COMPARE,"Compare equips"
MSI_INVENTORY_ITEM_DROP_LOCK,"Lock item drop"
MSI_NOT_ADDING_SCREENSHOT,"Screenshot is not attached"
MSI_CONNECT_SNS_WND,"Twitter"
MSI_RODEX_GENERAL,"General"
MSI_RODEX_NOTICE,"Notice"
MSI_RODEX_RETURN,"Return"
MSI_RODEX_REFRESH,"Refresh"
MSI_RODEX_DELETE_TIME_MINUTE,"%d minute"
MSI_RODEX_DELETE_TIME_HOUR,"%d hour"
MSI_RODEX_DELETE_TIME_DAY,"%d day"
MSI_RODEX_RETURNED,"Returned"
MSI_RODEX_DELETE_SELECT_MAIL,"Do you want to delete the message?"
MSI_MINIMAP_TIP_POS_ON,"Show information"
MSI_MINIMAP_TIP_ZOOM_IN,"Zoom in"
MSI_MINIMAP_TIP_ZOOM_OUT,"Zoom out"
MSI_MINIMAP_TIP_MAP_VIEW,"Maximize"
MSI_MINIMAP_TIP_WORLD_VIEW,"World Map"
MSI_INVENTORY_NUMBER_OF_ITEM,"Total possession item type"
MSI_MINIMAP_BUTTON_ONOFF,"/minimap"
MSI_MINIMAP_BUTTON_ON,"Show minimap buttons"
MSI_MINIMAP_BUTTON_OFF,"Hide minimap buttons"
MSI_GUILD_MEMBERLIST_SORT,"Show guild member login status"
MSI_WRITE_PET_RELATION_SHIP,"^0000CCIntimacy:^000000 %s"
MSI_PET_RELATION_SHIP_UNKNOWN,"Unknown"
MSI_PARTYNAME,"Team name"
MSI_PARTYMASTER,"Leader"
MSI_MACRO_DETECTOR_TIME_OVER,"Time limit exceeded. Closing the client"
MSI_MACRO_DETECTOR_WRONG_ANSWER,"Input error. Closing the client"
MSI_MACRO_DETECTOR_CORRECT_ANSWER,"Correct input. A small buff has given to you"
MSI_MACRO_INPUT_ANSWER,"Enter 4 english words and 2 chinese words"
MSI_MACRO_CHECK_ANSWER,"Your entered answer is [%s]. Is it right?"
MSI_MACRO_SELECT_CAPTCHA,"Icon is unchecked"
MSI_MACRO_DETECTOR_WRONG_ANSWER_REMAIN_CNT,"Incorrect input (Remaining chance: %d)"
MSI_MACRO_REPORTER,"Do you want to announce %d to player?"
MSI_MACRO_SEND_MACRO,"Message has been sent to player"
MSI_MACRO_REGISTER_DATA,"Needed Data for Query illegal software are not signed."
MSI_MACRO_ALREADY_DETECTING,"The player is being monitored."
MSI_MACRO_COMPLETE_REGISTER_CAPTCHA,"Already signed in investigation system."
MSI_MACRO_FAILED_REGISTER_CAPTCHA,"Failed to store icon."
MSI_MACRO_FAILED_REGISTER_ANSWER,"Failed to store replied answer."
MSI_MACRO_DETECTOR_NOTICE1,"Hello, illegal software is being monitored."
MSI_MACRO_DETECTOR_NOTICE2,"Please enter the text below within the specified time."
MSI_MACRO_DETECTOR_NOTICE3,"If you enter the text wrong six times, you will get banned."
MSI_MACRO_DETECTOR_REMAIN_COUNT,"Remaining chance : %d"
MSI_MACRO_REPORTER_SELECT_MODE_CHAR,"Character"
MSI_MACRO_REPORTER_SELECT_MODE_CELL,"Range"
MSI_MACRO_REPORTER_TOOLTIP_CHAR,"You use the left mouse button to specify the role"
MSI_MACRO_REPORTER_TOOLTIP_CELL,"You use the left mouse button to specify the range"
MSI_MACRO_REPORTER_TOOLTIP_RANGE,"Not a valid range, please press Enter"
MSI_TAIWANSS_PERSONALINFO_EXPMSG,"E X P : %.1f%% ( basic %.1f%% %s %.1f%%)"
MSI_TAIWANSS_PERSONALINFO_DROPMSG,"DROP  : %.1f%% ( basic %.1f%% %s %.1f%%)"
MSI_TAIWANSS_PERSONALINFO_DEATHMSG,"DEATH : %.1f%% ( basic %.1f%% %s %.1f%%)"
MSI_WRITE_RODEX_DIFFERENT_RECEIVER_NAME,"The character name will be changed: %s "
MSI_LAPINE_INGREDIENT_TO_COMBINE,"Synthesis of the required materials"
MSI_LAPINE_FAIL_NOT_ENOUGH_ITEM,"Insufficient synthesis materials"
MSI_LAPINE_FAIL_NOT_ENOUGH_ITEM_COUNT,"Required material %d ea."
MSI_LAPINE_FAIL_NOT_ENOUGH_REFINING_LEVEL,"Refine value is to low for synthesis"
MSI_REGISTER_PARTY_TO_BOOKINGSYSTEM,"Do you want to sign in to the adventurers?"
MSI_INPUT_FREE_MESSAGE,"Please leave a message"
MSI_CAPTCHA_INPUT_ANSWER,"Please enter the text on the graph"
MSI_CAPTCHA_REMAIN_TIME,"%d second left"
MSI_GOOGLE_OTP_INPUT_CODE,"Please enter your 6 identification number."
